1, D
2,"
"
3, D
4, C
5, D
6, A
7, C
8, A
9, B
10, The
11, B
12, B
13, D
14, B
15, B
16, A
17,"
"
18,"
"
19, B
20, A
21, The
22, C
23,"
"
24, The
25,"
"
26, A
27, A
28, D
29, B
30, D
31, B
32, C
33, C
34, D
35,"
"
36, B
37,"
"
38, D
39, C
40, B
41, A
42, D
43, D
44, B
45, B
46, C
47, D
48, C
49, D
50, B
51, A
52, C
53, B
54, B
55, B
56, B
57, A
58,"
"
59, The
60, The
61, C
62, B
63,"
"
64, C
65, B
66, B
67,"
"
68, B
69, D
70, B
71, C
72, C
73,"
"
74,"
"
75, D
76, C
77, A
78, D
79, C
80, C
81,"
"
82, C
83, D
84, D
85, C
86,"
"
87,"
"
88, D
89,"
"
90, D
91, D
92,"
"
93, B
94, B
95, B
96,"
"
97, B
98, B
99, C
100,"
"
101, B
102,"
"
103, A
104,"
"
105, D
106,"
"
107, D
108, C
109, D
110, D
111, C
112,"
"
113, B
114, D
115, C
116, B
117,"
"
118, B
119, (
120, C
121, D
122, B
123, B
124, B
125, A
126, A
127, B
128, B
129,"
"
130, D
131, A
132,"
"
133, B
134, The
135, A
136,"
"
137, D
138, B
139, A
140,"
"
141, D
142,"
"
143,"
"
144, B
145, B
146, D
147, B
148, D
149, The
150, B
151, D
152,"
"
153, C
154,"
"
155, B
156, D
157, D
158, B
159, C
160, D
161, D
162, C
163,"
"
164,"
"
165, A
166,"
"
167,"
"
168, B
169,"
"
170, D
171, B
172, The
173,"
"
174, C
175, B
176, B
177,"
"
178, C
179, A
180, B
181, C
182, D
183, B
184, The
185, D
186, B
187,"
"
188, D
189, D
190,"
"
191, C
192, D
193,"
"
194,"
"
195, C
196,"
"
197,"
"
198, C
199, B
200, B
201, D
202,"
"
203,"
"
204, A
205,"
"
206, B
207, A
208, C
209,"
"
210, B
211, C
212,"
"
213,"
"
214, C
215, B
216, A
217, B
218,"
"
219, C
220, B
221, A
222, B
223,"
"
224, C
225, B
226, B
227, D
228, D
229, B
230, D
231, (
232,"
"
233, B
234,"
"
235,"
"
236, D
237, B
238, B
239, B
240, B
241,"
"
242, A
243, A
244,"
"
245, D
246, A
247, B
248, B
249,"
"
250, C
251, C
252, B
253,"
"
254, B
255, A
256, B
257, B
258, C
259,"
"
260, D
261, C
262, D
263, B
264, D
265,"
"
266,"
"
267, B
268, C
269, C
270, B
271,"
"
272, D
273, D
274, B
275, A
276, A
277, The
278,4
279, D
280,1
281, C
282, B
283, B
284,"
"
285, D
286,"
"
287, B
288, A
289, D
290, B
291, B
292, B
293, D
294, The
295,"
"
296, A
297, The
298, A
299, C
300, B
301, B
302, (
303, B
304, D
305,"
"
306, (
307, B
308,"
"
309, D
310, B
311, B
312, C
313, C
314,"
"
315, The
316, A
317, B
318, A
319,"
"
320,"
"
321, D
322, B
323, B
324, A
325, B
326, C
327, C
328, D
329, C
330, C
331, B
332, (
333, A
334,"
"
335,"
"
336,"
"
337,"
"
338,"
"
339, D
340, D
341, C
342,"
"
343,"
"
344, The
345, The
346, B
347, D
348, (
349,"
"
350, B
351, A
352, D
353,"
"
354, A
355, D
356, A
357, A
358, D
359, B
360,"
"
361, C
362, D
363, D
364, A
365, D
366, C
367,"
"
368, B
369, C
370, D
371, D
372, A
373, B
374, D
375, B
376, A
377, D
378, C
379, The
380, C
381, B
382, D
383, A
384, D
385, D
386, B
387, B
388, B
389, D
390, D
391, B
392, D
393, C
394, D
395, B
396,"
"
397, B
398, D
399, A
400, A
401, B
402, A
403,"
"
404, A
405, B
406, The
407, B
408, B
409, (
410, B
411,"
"
412,"
"
413, B
414,"
"
415, D
416, According
417, B
418, B
419,"
"
420, D
421, C
422,"
"
423, C
424, The
425, D
426, B
427, C
428, C
429,"
"
430,"
"
431, C
432,"
"
433, D
434, B
435, D
436, A
437, The
438,"
"
439, D
440, D
441, B
442, D
443, B
444, B
445, C
446, B
447, B
448,"
"
449,"
"
450, B
451,"
"
452, D
453, (
454, D
455, C
456, D
457, C
458, D
459, B
460,"
"
461, B
462, D
463, A
464, A
465, B
466,"
"
467, C
468, B
469, B
470,"
"
471, A
472, C
473,"
"
474, C
475, B
476,"
"
477, B
478, C
479, (
480,"
"
481, B
482, B
483, B
484, B
485,"
"
486,"
"
487,"
"
488, B
489,"
"
490, B
491, C
492,"
"
493,"
"
494, (
495, D
496, B
497, D
498, A
499, C
500, D
501, B
502, D
503, D
504, A
505, The
506, A
507, C
508,"
"
509,"
"
510,"
"
511, A
512, B
513, C
514, C
515, D
516, B
517, D
518, C
519, D
520, C
521,"
"
522, C
523, B
524, B
525, B
526, B
527, B
528, C
529,"
"
530, D
531, B
532, C
533, D
534, B
535, B
536, C
537, The
538, D
539, D
540,"
"
541, C
542, C
543, A
544,2
545, B
546, A
547, A
548, The
549, D
550, B
551, B
552,"
"
553, A
554, B
555, D
556, A
557,"
"
558, C
559, A
560,"
"
561, C
562,"
"
563, C
564, The
565, D
566, D
567, D
568, D
569, B
570, (
571, B
572, C
573, B
574, D
575, B
576, D
577, A
578, B
579, B
580, D
581, The
582, B
583, A
584, A
585,"
"
586, B
587, C
588, B
589,4
590, C
591, A
592, B
593, C
594, B
595, B
596, D
597,"
"
598, B
599,"
"
600, A
601, C
602,"
"
603, B
604, D
605, B
606, B
607, Option
608, C
609, B
610, B
611,"
"
612, B
613, B
614, C
615, (
616,"
"
617, D
618, C
619, A
620, C
621, B
622, The
623, D
624, B
625, C
626,"
"
627, B
628, B
629,"
"
630, A
631, The
632, B
633, D
634, C
635,3
636, A
637,"
"
638, D
639, A
640,"
"
641, (
642, C
643,"
"
644, B
645, B
646,"
"
647,"
"
648, B
649,"
"
650, B
651,"
"
652, B
653, C
654, B
655, B
656,"
"
657, The
658, C
659, C
660, C
661,"
"
662, D
663, D
664, The
665, B
666, D
667, The
668, C
669, D
670, B
671,"
"
672,"
"
673,"
"
674, B
675,"
"
676,"
"
677,"
"
678, C
679,"
"
680, D
681, B
682, D
683, A
684, D
685, C
686, D
687, A
688,"
"
689, C
690, B
691, A
692, C
693, B
694, A
695, C
696, A
697,"
"
698, C
699, A
700, A
701,"
"
702, The
703, C
704, B
705, C
706, B
707,"
"
708,"
"
709, B
710, The
711, A
712,"
"
713, B
714,"
"
715, D
716,"
"
717,"
"
718, A
719, C
720, C
721, D
722,"
"
723, D
724, D
725, D
726, C
