1,D
2,A
3,A
4,C
5,The
6,D
7,C
8,C
9,B
10,D
11,B
12,B
13,The
14,C
15,The
16,A
17,C
18,The
19,B
20,A
21,A
22,C
23,C
24,D
25,The
26,The
27,A
28,A
29,C
30,D
31,C
32,C
33,The
34,D
35,The
36,A
37,B
38,D
39,C
40,The
41,The
42,D
43,select
44,B
45,B
46,C
47,The
48,A
49,D
50,B
51,A
52,C
53,C
54,B
55,B
56,B
57,A
58,A
59,B
60,C
61,C
62,B
63,D
64,D
65,B
66,B
67,C
68,The
69,D
70,B
71,C
72,C
73,B
74,C
75,B
76,C
77,A
78,A
79,C
80,A
81,The
82,C
83,The
84,D
85,C
86,D
87,B
88,D
89,D
90,D
91,D
92,B
93,B
94,The
95,The
96,C
97,D
98,D
99,C
100,The
101,B
102,C
103,The
104,A
105,D
106,D
107,B
108,C
109,D
110,The
111,C
112,The
113,The
114,A
115,The
116,B
117,A
118,B
119,A
120,C
121,D
122,A
123,B
124,B
125,A
126,A
127,D
128,The
129,D
130,The
131,To
132,D
133,B
134,The
135,A
136,B
137,D
138,B
139,A
140,C
141,A
142,The
143,The
144,B
145,B
146,A
147,D
148,D
149,C
150,The
151,D
152,C
153,D
154,A
155,D
156,The
157,A
158,B
159,B
160,The
161,D
162,The
163,B
164,C
165,A
166,B
167,C
168,B
169,A
170,C
171,A
172,The
173,C
174,The
175,B
176,B
177,The
178,D
179,D
180,The
181,D
182,D
183,C
184,C
185,D
186,C
187,D
188,D
189,C
190,The
191,The
192,The
193,The
194,D
195,C
196,A
197,A
198,B
199,The
200,B
201,A
202,D
203,A
204,A
205,The
206,The
207,A
208,B
209,The
210,B
211,C
212,The
213,C
214,C
215,D
216,The
217,B
218,B
219,C
220,B
221,A
222,The
223,The
224,C
225,C
226,A
227,D
228,D
229,A
230,B
231,C
232,D
233,B
234,A
235,C
236,D
237,C
238,C
239,D
240,B
241,The
242,A
243,The
244,The
245,D
246,The
247,B
248,B
249,The
250,C
251,C
252,B
253,D
254,B
255,A
256,A
257,B
258,C
259,D
260,C
261,C
262,B
263,The
264,The
265,The
266,C
267,A
268,A
269,the
270,B
271,D
272,D
273,D
274,A
275,A
276,A
277,The
278,D
279,D
280,D
281,A
282,C
283,A
284,The
285,The
286,The
287,B
288,A
289,D
290,The
291,B
292,B
293,C
294,B
295,B
296,A
297,C
298,D
299,D
300,A
301,The
302,D
303,C
304,D
305,C
306,The
307,B
308,C
309,The
310,The
311,The
312,C
313,A
314,C
315,A
316,A
317,B
318,A
319,C
320,B
321,The
322,B
323,C
324,The
325,B
326,B
327,A
328,D
329,C
330,C
331,C
332,D
333,The
334,B
335,A
336,C
337,C
338,B
339,D
340,D
341,The
342,C
343,The
344,C
345,C
346,B
347,The
348,D
349,D
350,The
351,A
352,A
353,C
354,The
355,A
356,A
357,A
358,The
359,B
360,B
361,C
362,B
363,The
364,A
365,D
366,C
367,The
368,B
369,C
370,B
371,C
372,D
373,The
374,B
375,C
376,The
377,A
378,A
379,B
380,C
381,D
382,B
383,B
384,The
385,B
386,The
387,C
388,To
389,D
390,D
391,To
392,D
393,C
394,A
395,A
396,The
397,B
398,The
399,A
400,A
401,According
402,A
403,A
404,A
405,The
406,The
407,B
408,B
409,D
410,B
411,The
412,C
413,D
414,B
415,The
416,C
417,C
418,The
419,The
420,D
421,C
422,C
423,B
424,The
425,The
426,The
427,D
428,C
429,C
430,D
431,The
432,B
433,B
434,The
435,D
436,A
437,The
438,B
439,D
440,D
441,D
442,B
443,B
444,B
445,C
446,C
447,The
448,C
449,D
450,B
451,The
452,The
453,B
454,The
455,C
456,D
457,The
458,C
459,B
460,The
461,B
462,D
463,A
464,A
465,The
466,B
467,C
468,Non
469,The
470,B
471,A
472,C
473,C
474,C
475,The
476,The
477,The
478,D
479,A
480,C
481,The
482,The
483,B
484,The
485,B
486,The
487,To
488,B
489,C
490,C
491,C
492,D
493,A
494,D
495,D
496,D
497,D
498,B
499,D
500,A
501,The
502,A
503,The
504,A
505,The
506,A
507,C
508,A
509,B
510,D
511,A
512,B
513,A
514,The
515,The
516,A
517,B
518,The
519,The
520,Fr
521,The
522,The
523,B
524,The
525,C
526,A
527,The
528,D
529,The
530,C
531,The
532,Popular
533,The
534,D
535,The
536,D
537,A
538,The
539,The
540,B
541,C
542,B
543,A
544,The
545,D
546,A
547,A
548,The
549,B
550,C
551,A
552,A
553,A
554,B
555,A
556,The
557,B
558,D
559,A
560,The
561,D
562,D
563,The
564,The
565,D
566,D
567,D
568,The
569,The
570,C
571,C
572,C
573,C
574,D
575,D
576,C
577,D
578,To
579,The
580,C
581,The
582,A
583,C
584,A
585,D
586,B
587,A
588,B
589,The
590,C
591,A
592,The
593,C
594,B
595,B
596,The
597,The
598,A
599,A
600,A
601,B
602,The
603,B
604,B
605,B
606,B
607,Based
608,C
609,The
610,The
611,C
612,The
613,The
614,C
615,A
616,The
617,D
618,The
619,A
620,D
621,C
622,The
623,A
624,B
625,C
626,The
627,The
628,B
629,C
630,D
631,B
632,To
633,D
634,C
635,The
636,A
637,B
638,D
639,B
640,A
641,A
642,C
643,A
644,C
645,C
646,C
647,The
648,B
649,The
650,The
651,B
652,B
653,The
654,B
655,The
656,A
657,B
658,C
659,C
660,D
661,C
662,The
663,The
664,The
665,D
666,The
667,To
668,Answer
669,D
670,B
671,The
672,B
673,B
674,The
675,C
676,C
677,D
678,B
679,The
680,C
681,B
682,D
683,A
684,B
685,The
686,A
687,The
688,A
689,The
690,D
691,A
692,C
693,The
694,A
695,C
696,A
697,D
698,The
699,A
700,A
701,The
702,A
703,C
704,The
705,B
706,B
707,C
708,B
709,B
710,The
711,A
712,D
713,The
714,C
715,A
716,C
717,B
718,A
719,C
720,C
721,The
722,D
723,D
724,The
725,The
726,C
727,The
728,A
729,The
730,C
731,A
732,A
733,C
734,The
735,B
736,A
737,A
738,C
739,D
740,D
741,B
742,C
743,B
744,The
745,A
746,B
747,To
748,The
749,The
750,B
751,C
752,A
753,C
754,The
755,B
756,A
757,The
758,A
759,The
760,B
761,The
762,The
763,B
764,B
765,D
766,A
767,The
768,D
769,B
770,The
771,The
772,The
773,The
774,A
775,C
776,The
777,C
778,A
779,D
780,C
781,C
782,D
783,Collision
784,A
785,D
786,The
787,D
788,The
789,B
790,C
791,A
792,Den
793,C
794,The
795,D
796,C
797,A
798,D
799,B
800,The
801,B
802,C
803,The
804,D
805,The
806,D
807,C
808,The
809,B
810,C
811,B
812,The
813,B
814,B
815,The
816,The
817,The
818,The
819,A
820,D
821,A
822,The
823,D
824,C
825,C
826,D
827,D
828,C
829,D
830,The
831,C
832,C
833,The
834,A
835,C
836,B
837,D
838,The
839,D
840,The
841,D
842,The
843,D
844,D
845,A
846,C
847,A
848,B
849,The
850,C
851,D
852,B
853,Based
854,D
855,D
856,A
857,C
